"","geo_id","NAME","lon","lat","pop_density","pop_dens_log","density_label"
"3282","1400000US36027130003","1300.03",-73.7930724897412,41.7452028011304,388.723000182791,5.96543623083088,2
"3283","1400000US36055980200","9802",-77.6709451545402,43.1694402074961,19.2488720244044,3.00809908950256,1
"3284","1400000US36055013511","135.11",-77.742726115482,43.2298997940524,1021.65304582315,6.93015555478296,2
"3285","1400000US36063022602","226.02",-78.9696594096777,43.1093667018496,946.187551045598,6.85349712114388,2
"3286","1400000US36027210301","2103.01",-73.9560655107777,41.4986948452876,2849.46909706757,7.95523885518065,2
"3287","1400000US36027220300","2203",-73.912157847201,41.7083019871853,6322.65174763203,8.75205212844366,2
"3288","1400000US36027221100","2211",-73.9184941660249,41.700399810543,12013.8393802832,9.39389777981514,3
"3289","1400000US36063022601","226.01",-79.0004347023454,43.1258889110006,621.930686330824,6.43443525470189,2
"3290","1400000US36081012500","125",-73.9156695403115,40.7709267366551,23239.2987441949,10.0536430656248,3
"3291","1400000US36081065703","657.03",-73.8752977440698,40.7151186406017,29744.5526530647,10.3004349091456,3
"3292","1400000US36081008500","85",-73.9407223237002,40.7600215141234,14740.7402742245,9.59843822351131,3
"3293","1400000US36081026901","269.01",-73.8822113951662,40.7468743843445,106898.380320303,11.5796433001797,3
"3294","1400000US36081074900","749",-73.840075359733,40.7132498557086,10935.1419797515,9.29982836110586,3
"3295","1400000US36081099802","998.02",-73.7585001402708,40.5900308060105,12654.6919171721,9.4458623468834,3
"3296","1400000US36081035700","357",-73.8712398953467,40.7680154324825,18738.4300831521,9.83838514354513,3
"3297","1400000US36081006502","65.02",-73.9151194391796,40.7667951383196,65068.287009116,11.0832079351386,3
"3298","1400000US36081029400","294",-73.7810654383621,40.6713239093176,20062.9114238076,9.90667802874027,3
"3299","1400000US36059409100","4091",-73.5250928281124,40.7152461809257,6907.09413224813,8.84044906572962,2
"3300","1400000US36059409200","4092",-73.5137876980709,40.7206375457429,7710.49575089843,8.95046744915508,2
"3301","1400000US36023970202","9702.02",-76.1695480161827,42.6667552628052,64.7959554789959,4.18655836955754,1
"3302","1400000US36023970201","9702.01",-76.1750554813009,42.7392403873097,43.7852668377207,3.80187922010346,1
"3303","1400000US36081061301","613.01",-73.8931847777963,40.7089649073957,18519.053338158,9.82660938822615,3
"3304","1400000US36081072300","723",-73.8477439604754,40.7162397893444,12882.33265797,9.46368971292598,3
"3305","1400000US36081086900","869",-73.8338050387307,40.7653270001535,7733.05284646607,8.9533883051496,2
"3306","1400000US36059409300","4093",-73.5083480855929,40.7104917210149,7534.05546508621,8.92732147202703,2
"3307","1400000US36059409400","4094",-73.4963598793484,40.7121558735314,8156.87641381,9.00673917068332,2
"3308","1400000US36059409500","4095",-73.4923249153733,40.7069953506299,7215.5003853569,8.88412540320703,2
"3309","1400000US36059409600","4096",-73.5211171700085,40.700910048075,6170.93443994699,8.72776759125343,2
"3310","1400000US36059409700","4097",-73.5055677964473,40.6965204417489,6046.2445805188,8.70735800604347,2
"3311","1400000US36059409800","4098",-73.7144280229423,40.6887964312823,9111.2407599384,9.11737392707146,2
"3312","1400000US36059518900","5189",-73.5404078196815,40.7681396873823,4768.11640361517,8.46991632639103,2
"3313","1400000US36059519100","5191",-73.5257350317009,40.7507549831851,7416.17419841369,8.91155342783176,2
"3314","1400000US36059519200","5192",-73.5140236298046,40.7524851869032,8300.88330310477,9.0242376720344,2
"3315","1400000US36059519300","5193",-73.513815211096,40.7657607295712,4700.47852393616,8.45563231778926,2
"3316","1400000US36059519400","5194",-73.5085718167334,40.7736077739024,8860.46762699569,9.08946767626905,2
"3317","1400000US36059519500","5195",-73.5114380200644,40.7836359749475,8176.0518890777,9.00908695987716,2
"3318","1400000US36059519601","5196.01",-73.4975482298823,40.7797678653827,7280.01686214188,8.89302581030219,2
"3319","1400000US36059521801","5218.01",-73.4360040655767,40.6922134637045,5988.91340687869,8.69783223472431,2
"3320","1400000US36059521802","5218.02",-73.4424474219262,40.6725367220628,5063.5700799129,8.53002453251021,2
"3321","1400000US36059522000","5220",-73.4288809229083,40.6770791511653,6691.83918878647,8.80879345603573,2
"3322","1400000US36027070401","704.01",-73.91777048927,41.748741549125,1212.52967276475,7.10128847708423,2
"3323","1400000US36027070102","701.02",-73.886310859491,41.8139204973957,461.282897003024,6.13617703485888,2
"3324","1400000US36001014303","143.03",-73.8128083329537,42.58984350891,1585.2320610108,7.3691167099092,2
"3325","1400000US36001001803","18.03",-73.8113324295528,42.6626429611726,5197.02008080353,8.5560330783728,2
"3326","1400000US36001000302","3.02",-73.7833524641718,42.6819357520453,1644.98258720454,7.40609280232598,2
"3327","1400000US36001014617","146.17",-73.8987144188337,42.7242861666834,447.325477717668,6.10551948139499,2
"3328","1400000US36001001804","18.04",-73.8199699462502,42.6466625030538,1522.67688603298,7.32888169672907,2
"3329","1400000US36001014616","146.16",-73.9283878713296,42.7332217806762,1962.91763834889,7.58269655236752,2
"3330","1400000US36001013509","135.09",-73.721242242092,42.7458135330723,1535.99437420436,7.3375840832875,2
"3331","1400000US36001014304","143.04",-73.8448847878834,42.5597456902028,206.16376951902,5.33350963756228,1
"3332","1400000US36001013603","136.03",-73.7346230633804,42.7061633127649,1154.57443324105,7.05235284411841,2
"3333","1400000US36027220700","2207",-73.93828925045,41.6945257195906,2742.367324168,7.91694139526695,2
"3334","1400000US36027220901","2209.01",-73.913866350479,41.6927098643675,7837.03662977441,8.96674365210594,2
"3335","1400000US36027221001","2210.01",-73.9076539629606,41.677952382864,2538.99817223723,7.83991864042068,2
"3336","1400000US36067011202","112.02",-76.2395510642229,43.1765526527745,2859.70233108284,7.95882244397513,2
"3337","1400000US36027220801","2208.01",-73.9256061503977,41.6906893999449,4969.68054000722,8.51131203929559,2
"3338","1400000US36067011231","112.31",-76.2213811698017,43.1576753885934,4757.26332316064,8.46763803257672,2
"3339","1400000US36059410000","4100",-73.6919798119106,40.6812917395068,6492.93589898896,8.77862408180856,2
"3340","1400000US36059410200","4102",-73.6673388302647,40.670991010306,7712.35747940187,8.95070884250705,2
"3341","1400000US36059410300","4103",-73.7167823935576,40.6739984961001,13478.2573749842,9.5089072920722,3
"3342","1400000US36059410400","4104",-73.7188309323058,40.6669925596409,9344.90169347154,9.14269320463792,2
"3343","1400000US36059410500","4105",-73.7011440893823,40.6678314815845,10848.8269572099,9.29190441019718,3
"3344","1400000US36059410700","4107",-73.6962424477185,40.6531331108963,12755.0118385302,9.45375795620495,3
"3345","1400000US36059409900","4099",-73.7150202971603,40.6818453951923,12126.8354052658,9.40325853632451,3
"3346","1400000US36059410800","4108",-73.7071958363825,40.6530905676572,11022.8941594535,9.30782039228695,3
"3347","1400000US36081015801","158.01",-73.812332189122,40.6888829121139,31786.9544504384,10.3668427061422,3
"3348","1400000US36059519702","5197.02",-73.4600581870026,40.7905160343593,2337.4832291389,7.75725780550837,2
"3349","1400000US36059519703","5197.03",-73.4862984834809,40.7885369580008,6015.52930054879,8.70226584389857,2
"3350","1400000US36059519704","5197.04",-73.4764766110004,40.7818375362782,5418.11787585652,8.59768832765589,2
"3351","1400000US36059519801","5198.01",-73.4881499307114,40.7693678119014,7575.84936451573,8.93285274111025,2
"3352","1400000US36059519802","5198.02",-73.4700909377513,40.7700003140644,5942.71011735016,8.69008881625649,2
"3353","1400000US36059519900","5199",-73.48429986352,40.7623108288542,6774.29480472472,8.82103815841372,2
